"","Site_Number","Site","Year","Month","Day","Season_Sampled","Response_Value","Response","Predictor_Value","Predictor"
"1240",6,"PatagoniaAZ",2017,8,7,"Fall",75,"Richness",107.51,"Winter"
"1241",6,"PatagoniaAZ",2018,8,12,"Fall",3719,"Abundance",238.6,"Monsoon"
"1242",6,"PatagoniaAZ",2018,8,12,"Fall",3719,"Abundance",37.9,"Tmax"
"1243",6,"PatagoniaAZ",2018,8,12,"Fall",3719,"Abundance",15.8,"Tmin"
"1244",6,"PatagoniaAZ",2018,8,12,"Fall",3719,"Abundance",127.34,"Winter"
"1245",6,"PatagoniaAZ",2018,8,12,"Fall",88,"Richness",238.6,"Monsoon"
"1246",6,"PatagoniaAZ",2018,8,12,"Fall",88,"Richness",37.9,"Tmax"
"1247",6,"PatagoniaAZ",2018,8,12,"Fall",88,"Richness",15.8,"Tmin"
"1248",6,"PatagoniaAZ",2018,8,12,"Fall",88,"Richness",127.34,"Winter"
"1249",6,"PatagoniaAZ",2019,8,6,"Fall",2905,"Abundance",244.05,"Monsoon"
"1250",6,"PatagoniaAZ",2019,8,6,"Fall",2905,"Abundance",37.2,"Tmax"
"1251",6,"PatagoniaAZ",2019,8,6,"Fall",2905,"Abundance",14,"Tmin"
"1252",6,"PatagoniaAZ",2019,8,6,"Fall",2905,"Abundance",293.7,"Winter"
"1253",6,"PatagoniaAZ",2019,8,6,"Fall",92,"Richness",244.05,"Monsoon"
"1254",6,"PatagoniaAZ",2019,8,6,"Fall",92,"Richness",37.2,"Tmax"
"1255",6,"PatagoniaAZ",2019,8,6,"Fall",92,"Richness",14,"Tmin"
"1256",6,"PatagoniaAZ",2019,8,6,"Fall",92,"Richness",293.7,"Winter"
"1257",6,"PatagoniaAZ",2021,8,9,"Fall",2654,"Abundance",408.68,"Monsoon"
"1258",6,"PatagoniaAZ",2021,8,9,"Fall",2654,"Abundance",36.4,"Tmax"
"1259",6,"PatagoniaAZ",2021,8,9,"Fall",2654,"Abundance",15.1,"Tmin"
"1260",6,"PatagoniaAZ",2021,8,9,"Fall",2654,"Abundance",75.47,"Winter"
"1261",6,"PatagoniaAZ",2021,8,9,"Fall",54,"Richness",408.68,"Monsoon"
"1262",6,"PatagoniaAZ",2021,8,9,"Fall",54,"Richness",36.4,"Tmax"
"1263",6,"PatagoniaAZ",2021,8,9,"Fall",54,"Richness",15.1,"Tmin"
"1264",6,"PatagoniaAZ",2021,8,9,"Fall",54,"Richness",75.47,"Winter"
"1265",7,"RamseyCanyonAZ",1981,7,19,"Fall",1689,"Abundance",217.13,"Monsoon"
"1266",7,"RamseyCanyonAZ",1981,7,19,"Fall",1689,"Abundance",37.5,"Tmax"
"1267",7,"RamseyCanyonAZ",1981,7,19,"Fall",1689,"Abundance",16.9,"Tmin"
"1268",7,"RamseyCanyonAZ",1981,7,19,"Fall",1689,"Abundance",113.97,"Winter"
"1269",7,"RamseyCanyonAZ",1981,7,19,"Fall",64,"Richness",217.13,"Monsoon"
"1270",7,"RamseyCanyonAZ",1981,7,19,"Fall",64,"Richness",37.5,"Tmax"
"1271",7,"RamseyCanyonAZ",1981,7,19,"Fall",64,"Richness",16.9,"Tmin"
"1272",7,"RamseyCanyonAZ",1981,7,19,"Fall",64,"Richness",113.97,"Winter"
"1273",7,"RamseyCanyonAZ",1983,8,6,"Fall",5857,"Abundance",339.23,"Monsoon"
"1274",7,"RamseyCanyonAZ",1983,8,6,"Fall",5857,"Abundance",36.6,"Tmax"
"1275",7,"RamseyCanyonAZ",1983,8,6,"Fall",5857,"Abundance",15.6,"Tmin"
"1276",7,"RamseyCanyonAZ",1983,8,6,"Fall",5857,"Abundance",402.99,"Winter"
"1277",7,"RamseyCanyonAZ",1983,8,6,"Fall",95,"Richness",339.23,"Monsoon"
"1278",7,"RamseyCanyonAZ",1983,8,6,"Fall",95,"Richness",36.6,"Tmax"
"1279",7,"RamseyCanyonAZ",1983,8,6,"Fall",95,"Richness",15.6,"Tmin"
"1280",7,"RamseyCanyonAZ",1983,8,6,"Fall",95,"Richness",402.99,"Winter"
"1281",7,"RamseyCanyonAZ",1984,8,11,"Fall",2966,"Abundance",309.79,"Monsoon"
"1282",7,"RamseyCanyonAZ",1984,8,11,"Fall",2966,"Abundance",33.9,"Tmax"
"1283",7,"RamseyCanyonAZ",1984,8,11,"Fall",2966,"Abundance",15.1,"Tmin"
"1284",7,"RamseyCanyonAZ",1984,8,11,"Fall",2966,"Abundance",240.52,"Winter"
"1285",7,"RamseyCanyonAZ",1984,8,11,"Fall",74,"Richness",309.79,"Monsoon"
"1286",7,"RamseyCanyonAZ",1984,8,11,"Fall",74,"Richness",33.9,"Tmax"
"1287",7,"RamseyCanyonAZ",1984,8,11,"Fall",74,"Richness",15.1,"Tmin"
"1288",7,"RamseyCanyonAZ",1984,8,11,"Fall",74,"Richness",240.52,"Winter"
"1289",7,"RamseyCanyonAZ",1985,8,10,"Fall",2019,"Abundance",242.2,"Monsoon"
"1290",7,"RamseyCanyonAZ",1985,8,10,"Fall",2019,"Abundance",36.7,"Tmax"
"1291",7,"RamseyCanyonAZ",1985,8,10,"Fall",2019,"Abundance",15.3,"Tmin"
"1292",7,"RamseyCanyonAZ",1985,8,10,"Fall",2019,"Abundance",378.52,"Winter"
"1293",7,"RamseyCanyonAZ",1985,8,10,"Fall",80,"Richness",242.2,"Monsoon"
"1294",7,"RamseyCanyonAZ",1985,8,10,"Fall",80,"Richness",36.7,"Tmax"
"1295",7,"RamseyCanyonAZ",1985,8,10,"Fall",80,"Richness",15.3,"Tmin"
"1296",7,"RamseyCanyonAZ",1985,8,10,"Fall",80,"Richness",378.52,"Winter"
"1297",7,"RamseyCanyonAZ",1986,8,16,"Fall",4394,"Abundance",271.22,"Monsoon"
"1298",7,"RamseyCanyonAZ",1986,8,16,"Fall",4394,"Abundance",38,"Tmax"
"1299",7,"RamseyCanyonAZ",1986,8,16,"Fall",4394,"Abundance",14,"Tmin"
"1300",7,"RamseyCanyonAZ",1986,8,16,"Fall",4394,"Abundance",294.84,"Winter"
"1301",7,"RamseyCanyonAZ",1986,8,16,"Fall",81,"Richness",271.22,"Monsoon"
"1302",7,"RamseyCanyonAZ",1986,8,16,"Fall",81,"Richness",38,"Tmax"
"1303",7,"RamseyCanyonAZ",1986,8,16,"Fall",81,"Richness",14,"Tmin"
"1304",7,"RamseyCanyonAZ",1986,8,16,"Fall",81,"Richness",294.84,"Winter"
"1305",7,"RamseyCanyonAZ",1987,8,9,"Fall",10472,"Abundance",308.65,"Monsoon"
"1306",7,"RamseyCanyonAZ",1987,8,9,"Fall",10472,"Abundance",37.3,"Tmax"
"1307",7,"RamseyCanyonAZ",1987,8,9,"Fall",10472,"Abundance",15.3,"Tmin"
"1308",7,"RamseyCanyonAZ",1987,8,9,"Fall",10472,"Abundance",268.98,"Winter"
"1309",7,"RamseyCanyonAZ",1987,8,9,"Fall",69,"Richness",308.65,"Monsoon"
"1310",7,"RamseyCanyonAZ",1987,8,9,"Fall",69,"Richness",37.3,"Tmax"
"1311",7,"RamseyCanyonAZ",1987,8,9,"Fall",69,"Richness",15.3,"Tmin"
"1312",7,"RamseyCanyonAZ",1987,8,9,"Fall",69,"Richness",268.98,"Winter"
"1313",7,"RamseyCanyonAZ",1988,7,30,"Fall",3506,"Abundance",325.08,"Monsoon"
"1314",7,"RamseyCanyonAZ",1988,7,30,"Fall",3506,"Abundance",36.5,"Tmax"
"1315",7,"RamseyCanyonAZ",1988,7,30,"Fall",3506,"Abundance",15.8,"Tmin"
"1316",7,"RamseyCanyonAZ",1988,7,30,"Fall",3506,"Abundance",210.59,"Winter"
"1317",7,"RamseyCanyonAZ",1988,7,30,"Fall",61,"Richness",325.08,"Monsoon"
"1318",7,"RamseyCanyonAZ",1988,7,30,"Fall",61,"Richness",36.5,"Tmax"
"1319",7,"RamseyCanyonAZ",1988,7,30,"Fall",61,"Richness",15.8,"Tmin"
"1320",7,"RamseyCanyonAZ",1988,7,30,"Fall",61,"Richness",210.59,"Winter"
"1321",7,"RamseyCanyonAZ",1989,8,6,"Fall",1148,"Abundance",160.33,"Monsoon"
"1322",7,"RamseyCanyonAZ",1989,8,6,"Fall",1148,"Abundance",37.9,"Tmax"
"1323",7,"RamseyCanyonAZ",1989,8,6,"Fall",1148,"Abundance",14.9,"Tmin"
"1324",7,"RamseyCanyonAZ",1989,8,6,"Fall",1148,"Abundance",142.76,"Winter"
"1325",7,"RamseyCanyonAZ",1989,8,6,"Fall",79,"Richness",160.33,"Monsoon"
"1326",7,"RamseyCanyonAZ",1989,8,6,"Fall",79,"Richness",37.9,"Tmax"
"1327",7,"RamseyCanyonAZ",1989,8,6,"Fall",79,"Richness",14.9,"Tmin"
"1328",7,"RamseyCanyonAZ",1989,8,6,"Fall",79,"Richness",142.76,"Winter"
"1329",7,"RamseyCanyonAZ",1990,8,4,"Fall",3090,"Abundance",326.36,"Monsoon"
"1330",7,"RamseyCanyonAZ",1990,8,4,"Fall",3090,"Abundance",33.9,"Tmax"
"1331",7,"RamseyCanyonAZ",1990,8,4,"Fall",3090,"Abundance",15.3,"Tmin"
"1332",7,"RamseyCanyonAZ",1990,8,4,"Fall",3090,"Abundance",119.35,"Winter"
"1333",7,"RamseyCanyonAZ",1990,8,4,"Fall",89,"Richness",326.36,"Monsoon"
"1334",7,"RamseyCanyonAZ",1990,8,4,"Fall",89,"Richness",33.9,"Tmax"
"1335",7,"RamseyCanyonAZ",1990,8,4,"Fall",89,"Richness",15.3,"Tmin"
"1336",7,"RamseyCanyonAZ",1990,8,4,"Fall",89,"Richness",119.35,"Winter"
"1337",7,"RamseyCanyonAZ",1991,7,30,"Fall",3674,"Abundance",185.75,"Monsoon"
"1338",7,"RamseyCanyonAZ",1991,7,30,"Fall",3674,"Abundance",36.4,"Tmax"
"1339",7,"RamseyCanyonAZ",1991,7,30,"Fall",3674,"Abundance",15.3,"Tmin"
"1340",7,"RamseyCanyonAZ",1991,7,30,"Fall",3674,"Abundance",260.22,"Winter"
"1341",7,"RamseyCanyonAZ",1991,7,30,"Fall",97,"Richness",185.75,"Monsoon"
"1342",7,"RamseyCanyonAZ",1991,7,30,"Fall",97,"Richness",36.4,"Tmax"
"1343",7,"RamseyCanyonAZ",1991,7,30,"Fall",97,"Richness",15.3,"Tmin"
"1344",7,"RamseyCanyonAZ",1991,7,30,"Fall",97,"Richness",260.22,"Winter"
"1345",7,"RamseyCanyonAZ",1992,8,2,"Fall",2610,"Abundance",268.91,"Monsoon"
"1346",7,"RamseyCanyonAZ",1992,8,2,"Fall",2610,"Abundance",38,"Tmax"
"1347",7,"RamseyCanyonAZ",1992,8,2,"Fall",2610,"Abundance",13.8,"Tmin"
"1348",7,"RamseyCanyonAZ",1992,8,2,"Fall",2610,"Abundance",277.42,"Winter"
"1349",7,"RamseyCanyonAZ",1992,8,2,"Fall",88,"Richness",268.91,"Monsoon"
"1350",7,"RamseyCanyonAZ",1992,8,2,"Fall",88,"Richness",38,"Tmax"
"1351",7,"RamseyCanyonAZ",1992,8,2,"Fall",88,"Richness",13.8,"Tmin"
"1352",7,"RamseyCanyonAZ",1992,8,2,"Fall",88,"Richness",277.42,"Winter"
"1353",7,"RamseyCanyonAZ",1993,7,31,"Fall",2829,"Abundance",236.21,"Monsoon"
"1354",7,"RamseyCanyonAZ",1993,7,31,"Fall",2829,"Abundance",36.1,"Tmax"
"1355",7,"RamseyCanyonAZ",1993,7,31,"Fall",2829,"Abundance",15,"Tmin"
"1356",7,"RamseyCanyonAZ",1993,7,31,"Fall",2829,"Abundance",386.1,"Winter"
"1357",7,"RamseyCanyonAZ",1993,7,31,"Fall",98,"Richness",236.21,"Monsoon"
"1358",7,"RamseyCanyonAZ",1993,7,31,"Fall",98,"Richness",36.1,"Tmax"
"1359",7,"RamseyCanyonAZ",1993,7,31,"Fall",98,"Richness",15,"Tmin"
"1360",7,"RamseyCanyonAZ",1993,7,31,"Fall",98,"Richness",386.1,"Winter"
"1361",7,"RamseyCanyonAZ",1994,7,30,"Fall",1400,"Abundance",196.24,"Monsoon"
"1362",7,"RamseyCanyonAZ",1994,7,30,"Fall",1400,"Abundance",37.2,"Tmax"
"1363",7,"RamseyCanyonAZ",1994,7,30,"Fall",1400,"Abundance",14.6,"Tmin"
"1364",7,"RamseyCanyonAZ",1994,7,30,"Fall",1400,"Abundance",124.04,"Winter"
"1365",7,"RamseyCanyonAZ",1994,7,30,"Fall",82,"Richness",196.24,"Monsoon"
"1366",7,"RamseyCanyonAZ",1994,7,30,"Fall",82,"Richness",37.2,"Tmax"
"1367",7,"RamseyCanyonAZ",1994,7,30,"Fall",82,"Richness",14.6,"Tmin"
"1368",7,"RamseyCanyonAZ",1994,7,30,"Fall",82,"Richness",124.04,"Winter"
"1369",7,"RamseyCanyonAZ",1995,8,6,"Fall",4018,"Abundance",222.32,"Monsoon"
"1370",7,"RamseyCanyonAZ",1995,8,6,"Fall",4018,"Abundance",40,"Tmax"
"1371",7,"RamseyCanyonAZ",1995,8,6,"Fall",4018,"Abundance",16.5,"Tmin"
"1372",7,"RamseyCanyonAZ",1995,8,6,"Fall",4018,"Abundance",376.82,"Winter"
"1373",7,"RamseyCanyonAZ",1995,8,6,"Fall",102,"Richness",222.32,"Monsoon"
"1374",7,"RamseyCanyonAZ",1995,8,6,"Fall",102,"Richness",40,"Tmax"
"1375",7,"RamseyCanyonAZ",1995,8,6,"Fall",102,"Richness",16.5,"Tmin"
"1376",7,"RamseyCanyonAZ",1995,8,6,"Fall",102,"Richness",376.82,"Winter"
"1377",7,"RamseyCanyonAZ",1996,8,5,"Fall",3207,"Abundance",242.96,"Monsoon"
"1378",7,"RamseyCanyonAZ",1996,8,5,"Fall",3207,"Abundance",36.4,"Tmax"
"1379",7,"RamseyCanyonAZ",1996,8,5,"Fall",3207,"Abundance",17.1,"Tmin"
"1380",7,"RamseyCanyonAZ",1996,8,5,"Fall",3207,"Abundance",89.61,"Winter"
"1381",7,"RamseyCanyonAZ",1996,8,5,"Fall",95,"Richness",242.96,"Monsoon"
"1382",7,"RamseyCanyonAZ",1996,8,5,"Fall",95,"Richness",36.4,"Tmax"
"1383",7,"RamseyCanyonAZ",1996,8,5,"Fall",95,"Richness",17.1,"Tmin"
"1384",7,"RamseyCanyonAZ",1996,8,5,"Fall",95,"Richness",89.61,"Winter"
"1385",7,"RamseyCanyonAZ",1997,8,2,"Fall",4632,"Abundance",173.46,"Monsoon"
"1386",7,"RamseyCanyonAZ",1997,8,2,"Fall",4632,"Abundance",38.2,"Tmax"
"1387",7,"RamseyCanyonAZ",1997,8,2,"Fall",4632,"Abundance",15.2,"Tmin"
"1388",7,"RamseyCanyonAZ",1997,8,2,"Fall",4632,"Abundance",121.17,"Winter"
"1389",7,"RamseyCanyonAZ",1997,8,2,"Fall",101,"Richness",173.46,"Monsoon"
"1390",7,"RamseyCanyonAZ",1997,8,2,"Fall",101,"Richness",38.2,"Tmax"
"1391",7,"RamseyCanyonAZ",1997,8,2,"Fall",101,"Richness",15.2,"Tmin"
"1392",7,"RamseyCanyonAZ",1997,8,2,"Fall",101,"Richness",121.17,"Winter"
"1393",7,"RamseyCanyonAZ",1998,8,1,"Fall",3099,"Abundance",263.93,"Monsoon"
"1394",7,"RamseyCanyonAZ",1998,8,1,"Fall",3099,"Abundance",38.9,"Tmax"
"1395",7,"RamseyCanyonAZ",1998,8,1,"Fall",3099,"Abundance",16.9,"Tmin"
"1396",7,"RamseyCanyonAZ",1998,8,1,"Fall",3099,"Abundance",245.68,"Winter"
"1397",7,"RamseyCanyonAZ",1998,8,1,"Fall",90,"Richness",263.93,"Monsoon"
"1398",7,"RamseyCanyonAZ",1998,8,1,"Fall",90,"Richness",38.9,"Tmax"
"1399",7,"RamseyCanyonAZ",1998,8,1,"Fall",90,"Richness",16.9,"Tmin"
"1400",7,"RamseyCanyonAZ",1998,8,1,"Fall",90,"Richness",245.68,"Winter"
"1401",7,"RamseyCanyonAZ",1999,8,3,"Fall",2746,"Abundance",319.98,"Monsoon"
"1402",7,"RamseyCanyonAZ",1999,8,3,"Fall",2746,"Abundance",33.8,"Tmax"
"1403",7,"RamseyCanyonAZ",1999,8,3,"Fall",2746,"Abundance",15.8,"Tmin"
"1404",7,"RamseyCanyonAZ",1999,8,3,"Fall",2746,"Abundance",66.09,"Winter"
"1405",7,"RamseyCanyonAZ",1999,8,3,"Fall",86,"Richness",319.98,"Monsoon"
"1406",7,"RamseyCanyonAZ",1999,8,3,"Fall",86,"Richness",33.8,"Tmax"
"1407",7,"RamseyCanyonAZ",1999,8,3,"Fall",86,"Richness",15.8,"Tmin"
"1408",7,"RamseyCanyonAZ",1999,8,3,"Fall",86,"Richness",66.09,"Winter"
"1409",7,"RamseyCanyonAZ",2000,8,5,"Fall",6975,"Abundance",232.12,"Monsoon"
"1410",7,"RamseyCanyonAZ",2000,8,5,"Fall",6975,"Abundance",37.3,"Tmax"
"1411",7,"RamseyCanyonAZ",2000,8,5,"Fall",6975,"Abundance",16.1,"Tmin"
"1412",7,"RamseyCanyonAZ",2000,8,5,"Fall",6975,"Abundance",19.56,"Winter"
"1413",7,"RamseyCanyonAZ",2000,8,5,"Fall",89,"Richness",232.12,"Monsoon"
"1414",7,"RamseyCanyonAZ",2000,8,5,"Fall",89,"Richness",37.3,"Tmax"
"1415",7,"RamseyCanyonAZ",2000,8,5,"Fall",89,"Richness",16.1,"Tmin"
"1416",7,"RamseyCanyonAZ",2000,8,5,"Fall",89,"Richness",19.56,"Winter"
"1417",7,"RamseyCanyonAZ",2001,8,4,"Fall",3836,"Abundance",242.97,"Monsoon"
"1418",7,"RamseyCanyonAZ",2001,8,4,"Fall",3836,"Abundance",34.2,"Tmax"
"1419",7,"RamseyCanyonAZ",2001,8,4,"Fall",3836,"Abundance",15.7,"Tmin"
"1420",7,"RamseyCanyonAZ",2001,8,4,"Fall",3836,"Abundance",453.51,"Winter"
"1421",7,"RamseyCanyonAZ",2001,8,4,"Fall",101,"Richness",242.97,"Monsoon"
"1422",7,"RamseyCanyonAZ",2001,8,4,"Fall",101,"Richness",34.2,"Tmax"
"1423",7,"RamseyCanyonAZ",2001,8,4,"Fall",101,"Richness",15.7,"Tmin"
"1424",7,"RamseyCanyonAZ",2001,8,4,"Fall",101,"Richness",453.51,"Winter"
"1425",7,"RamseyCanyonAZ",2002,8,3,"Fall",488,"Abundance",232.28,"Monsoon"
"1426",7,"RamseyCanyonAZ",2002,8,3,"Fall",488,"Abundance",37.3,"Tmax"
"1427",7,"RamseyCanyonAZ",2002,8,3,"Fall",488,"Abundance",15.2,"Tmin"
"1428",7,"RamseyCanyonAZ",2002,8,3,"Fall",488,"Abundance",77.32,"Winter"
"1429",7,"RamseyCanyonAZ",2002,8,3,"Fall",52,"Richness",232.28,"Monsoon"
"1430",7,"RamseyCanyonAZ",2002,8,3,"Fall",52,"Richness",37.3,"Tmax"
"1431",7,"RamseyCanyonAZ",2002,8,3,"Fall",52,"Richness",15.2,"Tmin"
"1432",7,"RamseyCanyonAZ",2002,8,3,"Fall",52,"Richness",77.32,"Winter"
"1433",7,"RamseyCanyonAZ",2003,8,2,"Fall",1320,"Abundance",213.81,"Monsoon"
"1434",7,"RamseyCanyonAZ",2003,8,2,"Fall",1320,"Abundance",39,"Tmax"
"1435",7,"RamseyCanyonAZ",2003,8,2,"Fall",1320,"Abundance",16.7,"Tmin"
"1436",7,"RamseyCanyonAZ",2003,8,2,"Fall",1320,"Abundance",109.67,"Winter"
"1437",7,"RamseyCanyonAZ",2003,8,2,"Fall",68,"Richness",213.81,"Monsoon"
"1438",7,"RamseyCanyonAZ",2003,8,2,"Fall",68,"Richness",39,"Tmax"
"1439",7,"RamseyCanyonAZ",2003,8,2,"Fall",68,"Richness",16.7,"Tmin"
"1440",7,"RamseyCanyonAZ",2003,8,2,"Fall",68,"Richness",109.67,"Winter"
"1441",7,"RamseyCanyonAZ",2004,7,31,"Fall",2690,"Abundance",221.07,"Monsoon"
"1442",7,"RamseyCanyonAZ",2004,7,31,"Fall",2690,"Abundance",35.4,"Tmax"
"1443",7,"RamseyCanyonAZ",2004,7,31,"Fall",2690,"Abundance",11.7,"Tmin"
"1444",7,"RamseyCanyonAZ",2004,7,31,"Fall",2690,"Abundance",214.09,"Winter"
"1445",7,"RamseyCanyonAZ",2004,7,31,"Fall",89,"Richness",221.07,"Monsoon"
"1446",7,"RamseyCanyonAZ",2004,7,31,"Fall",89,"Richness",35.4,"Tmax"
"1447",7,"RamseyCanyonAZ",2004,7,31,"Fall",89,"Richness",11.7,"Tmin"
"1448",7,"RamseyCanyonAZ",2004,7,31,"Fall",89,"Richness",214.09,"Winter"
"1449",7,"RamseyCanyonAZ",2005,7,31,"Fall",2089,"Abundance",288.47,"Monsoon"
"1450",7,"RamseyCanyonAZ",2005,7,31,"Fall",2089,"Abundance",38.8,"Tmax"
"1451",7,"RamseyCanyonAZ",2005,7,31,"Fall",2089,"Abundance",16.4,"Tmin"
"1452",7,"RamseyCanyonAZ",2005,7,31,"Fall",2089,"Abundance",208.81,"Winter"
"1453",7,"RamseyCanyonAZ",2005,7,31,"Fall",85,"Richness",288.47,"Monsoon"
"1454",7,"RamseyCanyonAZ",2005,7,31,"Fall",85,"Richness",38.8,"Tmax"
"1455",7,"RamseyCanyonAZ",2005,7,31,"Fall",85,"Richness",16.4,"Tmin"
"1456",7,"RamseyCanyonAZ",2005,7,31,"Fall",85,"Richness",208.81,"Winter"
"1457",7,"RamseyCanyonAZ",2006,7,29,"Fall",760,"Abundance",340.48,"Monsoon"
"1458",7,"RamseyCanyonAZ",2006,7,29,"Fall",760,"Abundance",37.3,"Tmax"
"1459",7,"RamseyCanyonAZ",2006,7,29,"Fall",760,"Abundance",16.1,"Tmin"
"1460",7,"RamseyCanyonAZ",2006,7,29,"Fall",760,"Abundance",53.66,"Winter"
"1461",7,"RamseyCanyonAZ",2006,7,29,"Fall",64,"Richness",340.48,"Monsoon"
"1462",7,"RamseyCanyonAZ",2006,7,29,"Fall",64,"Richness",37.3,"Tmax"
"1463",7,"RamseyCanyonAZ",2006,7,29,"Fall",64,"Richness",16.1,"Tmin"
"1464",7,"RamseyCanyonAZ",2006,7,29,"Fall",64,"Richness",53.66,"Winter"
"1465",7,"RamseyCanyonAZ",2007,8,11,"Fall",2189,"Abundance",266.11,"Monsoon"
"1466",7,"RamseyCanyonAZ",2007,8,11,"Fall",2189,"Abundance",36.7,"Tmax"
"1467",7,"RamseyCanyonAZ",2007,8,11,"Fall",2189,"Abundance",15.4,"Tmin"
"1468",7,"RamseyCanyonAZ",2007,8,11,"Fall",2189,"Abundance",152.54,"Winter"
"1469",7,"RamseyCanyonAZ",2007,8,11,"Fall",88,"Richness",266.11,"Monsoon"
"1470",7,"RamseyCanyonAZ",2007,8,11,"Fall",88,"Richness",36.7,"Tmax"
"1471",7,"RamseyCanyonAZ",2007,8,11,"Fall",88,"Richness",15.4,"Tmin"
"1472",7,"RamseyCanyonAZ",2007,8,11,"Fall",88,"Richness",152.54,"Winter"
"1473",7,"RamseyCanyonAZ",2008,8,2,"Fall",1251,"Abundance",373.52,"Monsoon"
"1474",7,"RamseyCanyonAZ",2008,8,2,"Fall",1251,"Abundance",35,"Tmax"
"1475",7,"RamseyCanyonAZ",2008,8,2,"Fall",1251,"Abundance",16.9,"Tmin"
"1476",7,"RamseyCanyonAZ",2008,8,2,"Fall",1251,"Abundance",146.82,"Winter"
"1477",7,"RamseyCanyonAZ",2008,8,2,"Fall",90,"Richness",373.52,"Monsoon"
"1478",7,"RamseyCanyonAZ",2008,8,2,"Fall",90,"Richness",35,"Tmax"
"1479",7,"RamseyCanyonAZ",2008,8,2,"Fall",90,"Richness",16.9,"Tmin"
"1480",7,"RamseyCanyonAZ",2008,8,2,"Fall",90,"Richness",146.82,"Winter"
"1481",7,"RamseyCanyonAZ",2009,8,1,"Fall",1978,"Abundance",153.84,"Monsoon"
"1482",7,"RamseyCanyonAZ",2009,8,1,"Fall",1978,"Abundance",36.6,"Tmax"
"1483",7,"RamseyCanyonAZ",2009,8,1,"Fall",1978,"Abundance",18,"Tmin"
"1484",7,"RamseyCanyonAZ",2009,8,1,"Fall",1978,"Abundance",103.73,"Winter"
"1485",7,"RamseyCanyonAZ",2009,8,1,"Fall",94,"Richness",153.84,"Monsoon"
"1486",7,"RamseyCanyonAZ",2009,8,1,"Fall",94,"Richness",36.6,"Tmax"
"1487",7,"RamseyCanyonAZ",2009,8,1,"Fall",94,"Richness",18,"Tmin"
"1488",7,"RamseyCanyonAZ",2009,8,1,"Fall",94,"Richness",103.73,"Winter"
"1489",7,"RamseyCanyonAZ",2010,7,31,"Fall",608,"Abundance",314.11,"Monsoon"
"1490",7,"RamseyCanyonAZ",2010,7,31,"Fall",608,"Abundance",36.4,"Tmax"
"1491",7,"RamseyCanyonAZ",2010,7,31,"Fall",608,"Abundance",16.8,"Tmin"
"1492",7,"RamseyCanyonAZ",2010,7,31,"Fall",608,"Abundance",304.89,"Winter"
"1493",7,"RamseyCanyonAZ",2010,7,31,"Fall",63,"Richness",314.11,"Monsoon"
"1494",7,"RamseyCanyonAZ",2010,7,31,"Fall",63,"Richness",36.4,"Tmax"
"1495",7,"RamseyCanyonAZ",2010,7,31,"Fall",63,"Richness",16.8,"Tmin"
"1496",7,"RamseyCanyonAZ",2010,7,31,"Fall",63,"Richness",304.89,"Winter"
"1497",7,"RamseyCanyonAZ",2011,7,30,"Fall",625,"Abundance",207.22,"Monsoon"
"1498",7,"RamseyCanyonAZ",2011,7,30,"Fall",625,"Abundance",39.3,"Tmax"
"1499",7,"RamseyCanyonAZ",2011,7,30,"Fall",625,"Abundance",14.2,"Tmin"
"1500",7,"RamseyCanyonAZ",2011,7,30,"Fall",625,"Abundance",41.44,"Winter"
"1501",7,"RamseyCanyonAZ",2011,7,30,"Fall",60,"Richness",207.22,"Monsoon"
"1502",7,"RamseyCanyonAZ",2011,7,30,"Fall",60,"Richness",39.3,"Tmax"
"1503",7,"RamseyCanyonAZ",2011,7,30,"Fall",60,"Richness",14.2,"Tmin"
"1504",7,"RamseyCanyonAZ",2011,7,30,"Fall",60,"Richness",41.44,"Winter"
"1505",7,"RamseyCanyonAZ",2012,8,4,"Fall",2966,"Abundance",271.68,"Monsoon"
"1506",7,"RamseyCanyonAZ",2012,8,4,"Fall",2966,"Abundance",35.2,"Tmax"
"1507",7,"RamseyCanyonAZ",2012,8,4,"Fall",2966,"Abundance",15.6,"Tmin"
"1508",7,"RamseyCanyonAZ",2012,8,4,"Fall",2966,"Abundance",96.78,"Winter"
"1509",7,"RamseyCanyonAZ",2012,8,4,"Fall",85,"Richness",271.68,"Monsoon"
"1510",7,"RamseyCanyonAZ",2012,8,4,"Fall",85,"Richness",35.2,"Tmax"
"1511",7,"RamseyCanyonAZ",2012,8,4,"Fall",85,"Richness",15.6,"Tmin"
"1512",7,"RamseyCanyonAZ",2012,8,4,"Fall",85,"Richness",96.78,"Winter"
"1513",7,"RamseyCanyonAZ",2013,8,3,"Fall",2684,"Abundance",323.22,"Monsoon"
"1514",7,"RamseyCanyonAZ",2013,8,3,"Fall",2684,"Abundance",35.2,"Tmax"
"1515",7,"RamseyCanyonAZ",2013,8,3,"Fall",2684,"Abundance",17.4,"Tmin"
"1516",7,"RamseyCanyonAZ",2013,8,3,"Fall",2684,"Abundance",108.36,"Winter"
"1517",7,"RamseyCanyonAZ",2013,8,3,"Fall",85,"Richness",323.22,"Monsoon"
"1518",7,"RamseyCanyonAZ",2013,8,3,"Fall",85,"Richness",35.2,"Tmax"
"1519",7,"RamseyCanyonAZ",2013,8,3,"Fall",85,"Richness",17.4,"Tmin"
"1520",7,"RamseyCanyonAZ",2013,8,3,"Fall",85,"Richness",108.36,"Winter"
